Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2018-03-21,92.93,94.05,92.21,92.48,23753263.0,0.0,1.0,92.93,94.05,92.21,92.48,23753263.0
2018-03-22,91.265,91.75,89.66,89.79,37578166.0,0.0,1.0,91.265,91.75,89.66,89.79,37578166.0
2018-03-23,89.5,90.46,87.08,87.18,42159397.0,0.0,1.0,89.5,90.46,87.08,87.18,42159397.0
2018-03-26,90.61,94.0,90.4,93.78,55031149.0,0.0,1.0,90.61,94.0,90.4,93.78,55031149.0
2018-03-27,94.94,95.139,88.51,89.47,53704562.0,0.0,1.0,94.94,95.139,88.51,89.47,53704562.0
