,N,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,토론실,Unnamed: 12
73,496.0,한창제지,2835.0,15.0,+0.53%,500.0,1285367.0,1692.0,117.0,17.61,6.3,,
74,497.0,TIGER 중국소비테마,6370.0,60.0,-0.93%,0.0,12591.0,1659.0,,,,,
75,498.0,대한제강,6730.0,170.0,-2.46%,1000.0,58316.0,1659.0,25.0,-9.68,-2.52,,
76,499.0,세원셀론텍,2710.0,25.0,-0.91%,500.0,107155.0,1653.0,-97.0,-9.78,-4.96,,
77,500.0,삼익악기,1820.0,5.0,+0.28%,500.0,4223294.0,1648.0,237.0,11.9,2.29,,
1,501.0,토니모리,9310.0,20.0,+0.22%,200.0,255834.0,1642.0,-50.0,-21.75,-3.87,,
2,502.0,자화전자,9100.0,130.0,-1.41%,500.0,59665.0,1629.0,-77.0,-126.39,-0.32,,
3,503.0,태경산업,5570.0,20.0,-0.36%,500.0,26957.0,1628.0,234.0,13.52,2.84,,
4,504.0,KBSTAR 코스닥150,8780.0,45.0,-0.51%,0.0,8610.0,1626.0,,,,,
5,505.0,삼광글라스,33450.0,300.0,-0.89%,5000.0,1934.0,1624.0,-280.0,-14.06,-1.48,,
9,506.0,STX,8230.0,190.0,-2.26%,2500.0,698280.0,1624.0,-148.0,17.47,1.54,,
10,507.0,NH투자증권우,8570.0,10.0,+0.12%,5000.0,41432.0,1617.0,,7.13,,,
11,508.0,대한제당,18250.0,100.0,-0.54%,2500.0,1072.0,1613.0,307.0,18.03,0.85,,
12,509.0,동부제철,5920.0,50.0,+0.85%,5000.0,7919.0,1612.0,-656.0,-1.21,-4.53,,
13,510.0,크라운해태홀딩스,10850.0,100.0,-0.91%,500.0,118165.0,1611.0,415.0,35.69,0.83,,
17,511.0,사조동아원,1130.0,20.0,-1.74%,500.0,771522.0,1595.0,258.0,10.0,3.28,,
18,512.0,일진홀딩스,3230.0,10.0,-0.31%,1000.0,111821.0,1594.0,241.0,-111.38,0.08,,
19,513.0,사조대림,17150.0,300.0,-1.72%,5000.0,20210.0,1572.0,363.0,10.31,2.05,,
20,514.0,KSS해운,6750.0,50.0,-0.74%,500.0,12796.0,1565.0,471.0,7.52,2.3,,
21,515.0,HDC현대EP,4900.0,10.0,-0.20%,500.0,38317.0,1563.0,144.0,18.42,1.4,,
25,516.0,신한 레버리지 천연가스 선물 ETN(H),7785.0,200.0,-2.50%,0.0,216218.0,1557.0,,,,,
26,517.0,DB,773.0,6.0,-0.77%,500.0,329483.0,1555.0,16.0,-38.65,-1.64,,
27,518.0,HDC아이콘트롤스,9400.0,0.0,0.00%,500.0,4950.0,1547.0,147.0,6.38,8.57,,
28,519.0,엘브이엠씨홀딩스,2990.0,30.0,-0.99%,0.0,88839.0,1528.0,-148.0,-3.44,-7.64,,
29,520.0,동양네트웍스,1505.0,25.0,+1.69%,500.0,422330.0,1523.0,-198.0,-12.44,-7.95,,
33,521.0,코스모화학,9430.0,90.0,-0.95%,5000.0,155117.0,1519.0,62.0,-9.2,-1.87,,
34,522.0,KODEX 배당가치,9470.0,10.0,+0.11%,0.0,26.0,1515.0,,,,,
35,523.0,강남제비스코,23300.0,150.0,+0.65%,1000.0,2567.0,1514.0,17.0,3.92,6.25,,
36,524.0,삼성SDI우,93400.0,200.0,+0.21%,5000.0,5973.0,1511.0,,9.38,,,
37,525.0,현대약품,4700.0,220.0,-4.47%,500.0,2104061.0,1504.0,12.0,162.07,0.59,,
41,526.0,미래에셋 코스피 양매도 5% OTM ETN,10005.0,0.0,0.00%,0.0,0.0,1501.0,,,,,
42,527.0,화성산업,12050.0,0.0,0.00%,5000.0,16084.0,1500.0,671.0,3.05,8.09,,
43,528.0,이수화학,9820.0,230.0,-2.29%,5000.0,51974.0,1500.0,65.0,22.02,-0.17,,
44,529.0,대림산업우,39200.0,250.0,-0.63%,5000.0,2397.0,1490.0,,2.34,,,
45,530.0,티웨이홀딩스,1935.0,155.0,-7.42%,500.0,5098282.0,1484.0,433.0,5.62,8.47,,
49,531.0,KTB투자증권,2450.0,30.0,-1.21%,5000.0,96234.0,1478.0,371.0,5.13,1.86,,
50,532.0,LG우,44550.0,0.0,0.00%,5000.0,1344.0,1477.0,,4.2,,,
51,533.0,아모레G우,22900.0,250.0,-1.08%,500.0,4321.0,1476.0,,14.31,,,
52,534.0,상상인증권,1535.0,10.0,+0.66%,1000.0,92214.0,1475.0,-114.0,-7.87,-1.46,,
53,535.0,NPC,4010.0,55.0,+1.39%,500.0,65689.0,1472.0,149.0,14.22,3.07,,
57,536.0,샘표식품,31800.0,0.0,0.00%,500.0,24498.0,1453.0,215.0,8.08,8.96,,
58,537.0,삼성 인버스 2X 천연가스 선물 ETN,14510.0,350.0,+2.47%,0.0,10717.0,1451.0,,,,,
59,538.0,노루홀딩스,10900.0,200.0,-1.80%,500.0,5376.0,1449.0,102.0,-17.96,0.27,,
60,539.0,서연이화,5360.0,40.0,-0.74%,500.0,80855.0,1449.0,111.0,-21.88,-0.47,,
61,540.0,SK이노베이션우,116000.0,1000.0,-0.85%,5000.0,1588.0,1448.0,,6.58,,,
65,541.0,쌍방울,1120.0,30.0,+2.75%,500.0,9135790.0,1446.0,6.0,-1.52,-18.98,,
66,542.0,태평양물산,2895.0,80.0,-2.69%,500.0,120179.0,1445.0,325.0,14.33,1.91,,
67,543.0,삼화페인트,5450.0,120.0,+2.25%,500.0,257620.0,1441.0,79.0,187.93,0.15,,
68,544.0,노루페인트,7200.0,50.0,-0.69%,500.0,36824.0,1440.0,227.0,11.56,2.13,,
69,545.0,종근당바이오,27500.0,150.0,-0.54%,2500.0,25934.0,1438.0,70.0,18.08,4.37,,
73,546.0,대성에너지,5220.0,20.0,-0.38%,1000.0,1528.0,1436.0,160.0,11.13,,,
74,547.0,BYC,229000.0,3000.0,+1.33%,5000.0,674.0,1430.0,213.0,21.14,1.23,,
75,548.0,남성,3945.0,45.0,+1.15%,500.0,2534657.0,1429.0,10.0,-40.67,-1.75,,
76,549.0,핸즈코퍼레이션,6520.0,20.0,+0.31%,500.0,6618.0,1425.0,105.0,33.96,0.59,,
77,550.0,백산,5840.0,40.0,+0.69%,500.0,428448.0,1413.0,215.0,9.26,6.14,,
1,551.0,KG케미칼,10850.0,250.0,-2.25%,5000.0,27169.0,1412.0,725.0,40.19,1.86,,
2,552.0,대동공업,5950.0,300.0,-4.80%,1000.0,346557.0,1412.0,52.0,114.42,0.2,,
3,553.0,세이브존I&C,3425.0,20.0,-0.58%,1000.0,6372.0,1406.0,339.0,5.53,4.47,,
4,554.0,이아이디,310.0,17.0,-5.20%,200.0,10944623.0,1402.0,-34.0,-8.61,-7.46,,
5,555.0,CJ제일제당 우,105500.0,1500.0,-1.40%,5000.0,1433.0,1400.0,,1.95,,,
9,556.0,TIGER 경기방어,9150.0,45.0,-0.49%,0.0,26154.0,1400.0,,,,,
10,557.0,동일산업,57700.0,100.0,-0.17%,5000.0,1511.0,1399.0,173.0,8.94,3.88,,
11,558.0,카프로,3460.0,0.0,0.00%,500.0,1000235.0,1384.0,156.0,13.78,2.24,,
12,559.0,미창석유,79500.0,0.0,0.00%,5000.0,935.0,1383.0,126.0,12.9,3.8,,
13,560.0,모나리자,3750.0,100.0,+2.74%,500.0,9740694.0,1371.0,-25.0,-75.0,-2.29,,
17,561.0,대양금속,11100.0,50.0,-0.45%,500.0,71123.0,1367.0,75.0,52.36,5.91,,
18,562.0,진양홀딩스,2440.0,0.0,0.00%,500.0,12494.0,1364.0,93.0,128.42,0.89,,
19,563.0,삼성출판사,13600.0,150.0,+1.12%,500.0,438681.0,1360.0,33.0,412.12,0.24,,
20,564.0,삼일제약,20900.0,200.0,-0.95%,1000.0,21082.0,1358.0,-57.0,-14.79,-6.04,,
21,565.0,디씨엠,11550.0,350.0,-2.94%,500.0,2612.0,1351.0,85.0,20.26,3.84,,
25,566.0,KODEX 단기변동금리부채권액티브,101135.0,10.0,+0.01%,0.0,1000.0,1351.0,,,,,
26,567.0,한국공항,42600.0,50.0,+0.12%,5000.0,2656.0,1349.0,247.0,7.16,4.48,,
27,568.0,신한 인버스 2X 천연가스 선물 ETN(H),6740.0,190.0,+2.90%,0.0,32437.0,1348.0,,,,,
28,569.0,미래산업,212.0,9.0,-4.07%,100.0,38434253.0,1346.0,-114.0,-10.1,-17.38,,
29,570.0,제주은행,4185.0,40.0,-0.95%,5000.0,7642.0,1345.0,358.0,3.6,0.48,,
33,571.0,보해양조,1130.0,30.0,-2.59%,500.0,6389307.0,1344.0,-110.0,-3.91,-13.33,,
34,572.0,동양철관,1130.0,25.0,-2.16%,500.0,586063.0,1343.0,-40.0,-17.12,-4.19,,
35,573.0,남영비비안,19500.0,1300.0,+7.14%,1000.0,1450145.0,1339.0,-39.0,-21.26,-4.2,,
36,574.0,유화증권,11800.0,0.0,0.00%,5000.0,5834.0,1338.0,56.0,29.14,0.95,,
37,575.0,마니커,843.0,13.0,-1.52%,500.0,6375805.0,1336.0,5.0,-9.69,-5.05,,
41,576.0,텔코웨어,13700.0,100.0,-0.72%,500.0,10904.0,1329.0,60.0,20.95,5.18,,
42,577.0,KEC,1135.0,0.0,0.00%,500.0,632944.0,1325.0,33.0,87.31,0.49,,
43,578.0,현대비앤지스틸,8780.0,30.0,+0.34%,5000.0,19103.0,1324.0,350.0,6.86,3.27,,
44,579.0,모나미,6930.0,1030.0,+17.46%,1000.0,25116876.0,1310.0,69.0,216.56,0.45,,
45,580.0,S&TC,17150.0,100.0,+0.59%,500.0,28079.0,1287.0,-19.0,70.58,0.63,,
49,581.0,한국화장품,7990.0,80.0,+1.01%,500.0,470503.0,1284.0,-75.0,-16.58,-7.97,,
50,582.0,파워 200,26110.0,5.0,-0.02%,0.0,10101.0,1279.0,,,,,
51,583.0,디와이,4860.0,10.0,-0.21%,500.0,30172.0,1279.0,463.0,21.41,3.06,,
52,584.0,고려개발,4200.0,0.0,0.00%,5000.0,0.0,1278.0,400.0,221.05,0.1,,
53,585.0,코스맥스비티아이,13300.0,300.0,-2.21%,500.0,9989.0,1277.0,241.0,13.43,1.55,,
57,586.0,인천도시가스,29050.0,50.0,-0.17%,5000.0,661.0,1271.0,180.0,7.88,,,
58,587.0,대영포장,1170.0,20.0,-1.68%,500.0,766610.0,1268.0,95.0,11.82,4.98,,
59,588.0,성창기업지주,1815.0,55.0,-2.94%,500.0,61199.0,1266.0,-86.0,-16.06,-1.22,,
60,589.0,웰바이오텍,3000.0,130.0,-4.15%,500.0,481723.0,1266.0,-85.0,-3.83,-16.46,,
61,590.0,광전자,2160.0,40.0,+1.89%,500.0,152404.0,1252.0,25.0,19.12,2.53,,
65,591.0,대한화섬,94100.0,2200.0,-2.28%,5000.0,54.0,1250.0,22.0,2.82,7.75,,
66,592.0,한국ANKOR유전,1770.0,10.0,+0.57%,0.0,10997.0,1239.0,,,,,
67,593.0,대성홀딩스,7690.0,100.0,+1.32%,1000.0,5930.0,1237.0,184.0,6.33,2.14,,
68,594.0,대호에이엘,4555.0,65.0,-1.41%,500.0,243052.0,1236.0,22.0,162.68,0.86,,
69,595.0,유니온머티리얼,2930.0,165.0,+5.97%,500.0,4564389.0,1231.0,5.0,-14.02,-6.24,,
73,596.0,샘표,42650.0,900.0,+2.16%,1000.0,155807.0,1227.0,197.0,9.54,6.72,,
74,597.0,경동도시가스,26000.0,100.0,-0.38%,2500.0,3389.0,1226.0,427.0,3.6,4.59,,
75,598.0,화승알앤에이,1885.0,15.0,-0.79%,500.0,34583.0,1217.0,539.0,-3.62,-2.67,,
76,599.0,CJ씨푸드,3380.0,10.0,-0.29%,500.0,5084440.0,1214.0,41.0,56.33,1.75,,
77,600.0,일동홀딩스,11000.0,50.0,+0.46%,1000.0,2653.0,1210.0,-7.0,-32.54,-1.42,,
1,601.0,한국화장품제조,26650.0,350.0,+1.33%,500.0,489451.0,1208.0,48.0,36.41,4.69,,
2,602.0,디와이파워,10850.0,300.0,-2.69%,500.0,75906.0,1198.0,358.0,4.7,9.93,,
3,603.0,우진,6080.0,580.0,-8.71%,500.0,3600455.0,1183.0,-11.0,-14.48,-3.59,,
4,604.0,코리아써키트,4990.0,60.0,-1.19%,500.0,6368.0,1179.0,-179.0,-3.82,-5.27,,
5,605.0,삼성제약,2010.0,40.0,-1.95%,500.0,76940.0,1178.0,-48.0,-51.54,-1.32,,
9,606.0,백광산업,2620.0,30.0,+1.16%,500.0,127607.0,1177.0,285.0,5.04,8.4,,
10,607.0,극동유화,3375.0,20.0,-0.59%,500.0,28169.0,1177.0,186.0,7.23,5.94,,
11,608.0,KODEX 골드선물(H),10735.0,70.0,-0.65%,0.0,239996.0,1170.0,,,,,
12,609.0,SH에너지화학,1045.0,5.0,+0.48%,500.0,704298.0,1161.0,21.0,49.76,1.64,,
13,610.0,벽산,1690.0,45.0,-2.59%,500.0,300371.0,1159.0,99.0,14.7,1.82,,
17,611.0,지투알,6990.0,10.0,-0.14%,1000.0,4803.0,1158.0,254.0,6.33,3.03,,
18,612.0,TIGER 200선물레버리지,8095.0,30.0,-0.37%,0.0,571316.0,1158.0,,,,,
19,613.0,한라,2975.0,45.0,-1.49%,5000.0,30689.0,1157.0,602.0,-11.49,-0.6,,
20,614.0,보락,1920.0,5.0,-0.26%,200.0,323343.0,1150.0,13.0,106.67,2.1,,
21,615.0,제이준코스메틱,4325.0,90.0,-2.04%,500.0,187156.0,1147.0,71.0,-92.02,,,
25,616.0,카리스국보,5700.0,390.0,-6.40%,500.0,1478887.0,1143.0,-53.0,-25.0,-6.59,,
26,617.0,효성ITX,9870.0,30.0,-0.30%,500.0,7118.0,1141.0,113.0,16.31,5.6,,
27,618.0,신일산업,1605.0,0.0,0.00%,500.0,1291075.0,1140.0,148.0,9.79,12.44,,
28,619.0,대현,2570.0,50.0,+1.98%,500.0,110211.0,1138.0,179.0,7.76,5.92,,
29,620.0,TIGER 미국S&P500선물(H),34505.0,120.0,+0.35%,0.0,77705.0,1130.0,,,,,
33,621.0,삼호개발,4510.0,45.0,-0.99%,500.0,39304.0,1128.0,244.0,5.42,7.74,,
34,622.0,세아특수강,13150.0,100.0,+0.77%,5000.0,5913.0,1127.0,197.0,10.1,2.15,,
35,623.0,한국내화,4925.0,185.0,-3.62%,500.0,174710.0,1126.0,115.0,15.73,3.41,,
36,624.0,유니켐,1730.0,40.0,-2.26%,500.0,402231.0,1124.0,132.0,8.83,11.08,,
37,625.0,무림페이퍼,2695.0,10.0,-0.37%,2500.0,52660.0,1121.0,1241.0,3.24,3.13,,
41,626.0,KBSTAR 코스닥150선물레버리지,6390.0,125.0,-1.92%,0.0,50808.0,1120.0,,,,,
42,627.0,KODEX KRX300,11685.0,15.0,-0.13%,0.0,6327.0,1110.0,,,,,
43,628.0,삼성물산우B,68000.0,600.0,+0.89%,100.0,2900.0,1107.0,,7.6,,,
44,629.0,삼원강재,2760.0,20.0,-0.72%,500.0,10438.0,1104.0,131.0,9.26,4.78,,
45,630.0,대창,1200.0,30.0,-2.44%,500.0,1597721.0,1094.0,173.0,11.11,2.19,,
49,631.0,황금에스티,7780.0,70.0,-0.89%,500.0,63971.0,1089.0,240.0,7.5,4.49,,
50,632.0,한전산업,3340.0,5.0,+0.15%,500.0,14797.0,1089.0,142.0,8.98,7.95,,
51,633.0,대한방직,20500.0,0.0,0.00%,1000.0,2698.0,1086.0,-134.0,6.79,5.1,,
52,634.0,남광토건,11050.0,150.0,-1.34%,5000.0,22309.0,1086.0,111.0,18.99,3.63,,
53,635.0,코오롱머티리얼,1575.0,10.0,-0.63%,1000.0,95610.0,1081.0,-327.0,-0.97,-31.56,,
57,636.0,일진디스플,3805.0,5.0,+0.13%,500.0,64591.0,1077.0,2.0,64.49,1.02,,
58,637.0,HSD엔진,3265.0,80.0,-2.39%,1000.0,114681.0,1076.0,-353.0,-8.48,-1.89,,
59,638.0,부산산업,101500.0,1500.0,-1.46%,5000.0,9662.0,1072.0,45.0,35.39,2.82,,
60,639.0,써니전자,3330.0,45.0,+1.37%,500.0,1283606.0,1072.0,6.0,26.43,7.98,,
61,640.0,비티원,3180.0,60.0,-1.85%,500.0,95912.0,1070.0,9.0,45.43,8.83,,
65,641.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),10695.0,40.0,-0.37%,0.0,5216.0,1070.0,,,,,
66,642.0,테이팩스,22600.0,500.0,+2.26%,500.0,27625.0,1066.0,75.0,20.91,3.19,,
67,643.0,현대코퍼레이션홀딩스,11700.0,300.0,-2.50%,5000.0,14595.0,1065.0,79.0,23.88,1.93,,
68,644.0,기신정기,3635.0,5.0,-0.14%,500.0,8883.0,1061.0,103.0,7.04,6.2,,
69,645.0,삼성전기우,36400.0,350.0,-0.95%,5000.0,2114.0,1058.0,,4.3,,,
73,646.0,일진전기,2840.0,40.0,-1.39%,1000.0,27487.0,1053.0,52.0,-7.28,-1.88,,
74,647.0,조선선재,83200.0,600.0,-0.72%,500.0,867.0,1046.0,136.0,8.9,10.36,,
75,648.0,한화갤러리아타임월드,17400.0,250.0,-1.42%,5000.0,4941.0,1044.0,8.0,10.94,2.03,,
76,649.0,DRB동일,5230.0,20.0,+0.38%,500.0,2949.0,1042.0,270.0,17.67,1.58,,
77,650.0,크라운제과,8270.0,60.0,-0.72%,200.0,43320.0,1036.0,203.0,8.04,4.14,,
1,651.0,휴니드,7290.0,180.0,+2.53%,5000.0,1220551.0,1029.0,300.0,4.75,11.41,,
2,652.0,삼성 KTOP30 ETN,10285.0,15.0,+0.15%,0.0,115211.0,1028.0,,,,,
3,653.0,비상교육,7890.0,60.0,-0.75%,500.0,10576.0,1025.0,103.0,41.97,0.91,,
4,654.0,신세계건설,25550.0,400.0,-1.54%,5000.0,3562.0,1022.0,218.0,2.37,6.0,,
5,655.0,백광소재,3695.0,35.0,+0.96%,500.0,692830.0,1019.0,88.0,26.02,2.0,,
9,656.0,명문제약,4150.0,95.0,-2.24%,500.0,147562.0,1018.0,49.0,103.75,0.14,,
10,657.0,천일고속,71200.0,1200.0,+1.71%,5000.0,1664.0,1018.0,-32.0,-491.03,-0.28,,
11,658.0,삼화전기,15300.0,300.0,-1.92%,1000.0,65990.0,1012.0,70.0,18.11,5.36,,
12,659.0,KBSTAR 단기국공채액티브,101695.0,15.0,-0.01%,0.0,156021.0,1010.0,,,,,
13,660.0,세종공업,4465.0,35.0,+0.79%,500.0,99809.0,1007.0,2.0,-4.68,-2.19,,
17,661.0,삼화왕관,46500.0,950.0,-2.00%,5000.0,2268.0,1002.0,108.0,10.18,5.82,,
18,662.0,대유에이텍,928.0,1.0,-0.11%,500.0,106370.0,992.0,67.0,-3.26,-4.51,,
19,663.0,TIGER 200선물인버스2X,8565.0,15.0,+0.18%,0.0,1091308.0,985.0,,,,,
20,664.0,호전실업,12300.0,750.0,+6.49%,500.0,9251.0,984.0,108.0,22.16,1.61,,
21,665.0,영흥철강,1145.0,20.0,-1.72%,500.0,140603.0,983.0,-17.0,-18.77,-1.76,,
25,666.0,포스코강판,16350.0,300.0,-1.80%,5000.0,4983.0,981.0,178.0,8.65,2.45,,
26,667.0,디아이,3110.0,40.0,-1.27%,500.0,39127.0,980.0,215.0,9.42,7.13,,
27,668.0,금강공업,4010.0,25.0,-0.62%,1000.0,206529.0,979.0,253.0,6.91,1.85,,
28,669.0,큐로,731.0,6.0,-0.81%,500.0,154757.0,978.0,-154.0,-5.54,-8.1,,
29,670.0,신영와코루,108500.0,1000.0,-0.91%,5000.0,14.0,976.0,8.0,36.05,0.81,,
33,671.0,지엠비코리아,5100.0,120.0,-2.30%,500.0,46409.0,973.0,41.0,728.57,-0.15,,
34,672.0,오리엔트바이오,425.0,6.0,-1.39%,500.0,740752.0,971.0,-101.0,-3.94,-22.02,,
35,673.0,한솔홈데코,1195.0,5.0,-0.42%,1000.0,197161.0,963.0,92.0,8.24,3.81,,
36,674.0,계양전기,2950.0,0.0,0.00%,500.0,23108.0,962.0,87.0,10.5,3.62,,
37,675.0,KODEX 국고채3년,57185.0,30.0,-0.05%,0.0,1192.0,961.0,,,,,
41,676.0,한창,2750.0,95.0,-3.34%,500.0,1065442.0,957.0,46.0,-59.78,1.47,,
42,677.0,TIGER 200TR,13095.0,15.0,-0.11%,0.0,32.0,956.0,,,,,
43,678.0,금양,2170.0,20.0,-0.91%,500.0,17548.0,956.0,135.0,4.63,10.11,,
44,679.0,대우부품,2000.0,40.0,-1.96%,500.0,299450.0,953.0,21.0,83.33,1.69,,
45,680.0,화신,2720.0,20.0,+0.74%,500.0,19970.0,950.0,-211.0,-1.66,-6.82,,
49,681.0,성보화학,4735.0,0.0,0.00%,500.0,3527.0,948.0,3.0,15.47,3.33,,
50,682.0,KR모터스,500.0,4.0,-0.79%,500.0,397260.0,947.0,-163.0,-2.65,-18.56,,
51,683.0,웅진,1275.0,20.0,-1.54%,500.0,80868.0,946.0,-842.0,-0.91,-12.55,,
52,684.0,CJ우,41500.0,200.0,-0.48%,5000.0,6997.0,938.0,,5.36,,,
53,685.0,퍼스텍,1995.0,15.0,-0.75%,500.0,194244.0,933.0,-224.0,-2.62,-21.51,,
57,686.0,신한 코스피 콘도르 4/10% ETN,9320.0,0.0,0.00%,0.0,0.0,932.0,,,,,
58,687.0,조비,17950.0,550.0,-2.97%,5000.0,23555.0,932.0,19.0,280.47,0.35,,
59,688.0,한미글로벌,8490.0,30.0,-0.35%,500.0,45455.0,930.0,110.0,13.31,3.78,,
60,689.0,대림씨엔에스,7300.0,60.0,-0.82%,1000.0,2541.0,929.0,37.0,-12.63,-2.1,,
61,690.0,KB 코스피 마운틴 ETN,9290.0,0.0,0.00%,0.0,0.0,929.0,,,,,
65,691.0,한양증권,7260.0,20.0,-0.27%,5000.0,12253.0,924.0,56.0,20.68,0.26,,
66,692.0,화인베스틸,3120.0,65.0,-2.04%,500.0,114880.0,922.0,63.0,47.27,0.89,,
67,693.0,깨끗한나라,2475.0,105.0,+4.43%,1000.0,1239836.0,922.0,-292.0,-2.75,-5.74,,
68,694.0,다스코,5980.0,170.0,-2.76%,500.0,60635.0,921.0,194.0,5.07,8.29,,
69,695.0,신흥,9590.0,30.0,+0.31%,500.0,511.0,921.0,11.0,30.16,2.31,,
73,696.0,방림,2170.0,0.0,0.00%,500.0,2561.0,918.0,19.0,30.56,1.2,,
74,697.0,우신시스템,5010.0,60.0,-1.18%,500.0,5732.0,918.0,-11.0,-23.09,-1.38,,
75,698.0,우성사료,2960.0,40.0,-1.33%,500.0,208406.0,915.0,-41.0,-22.09,-1.58,,
76,699.0,HANARO 단기통안채,101610.0,0.0,0.00%,0.0,0.0,914.0,,,,,
77,700.0,사조씨푸드,5280.0,150.0,-2.76%,1000.0,179207.0,909.0,172.0,7.2,3.41,,
1,701.0,한국제지,18150.0,550.0,-2.94%,5000.0,3460.0,908.0,-145.0,-2.64,-4.31,,
2,702.0,미원홀딩스,38900.0,200.0,+0.52%,500.0,761.0,907.0,36.0,9.36,5.05,,
3,703.0,TIGER 코스닥150 레버리지,6895.0,125.0,-1.78%,0.0,654361.0,903.0,,,,,
4,704.0,금호석유우,29650.0,50.0,+0.17%,5000.0,6369.0,896.0,,2.02,,,
5,705.0,엔케이,1120.0,15.0,-1.32%,500.0,103576.0,896.0,-232.0,-3.0,-13.14,,
9,706.0,화천기공,40600.0,100.0,+0.25%,5000.0,9444.0,893.0,86.0,7.06,3.39,,
10,707.0,TIGER 헬스케어,24255.0,270.0,-1.10%,0.0,4251.0,893.0,,,,,
11,708.0,동양물산,1365.0,40.0,-2.85%,500.0,277506.0,893.0,-54.0,-11.97,-4.07,,
12,709.0,조흥,148500.0,1000.0,-0.67%,5000.0,28.0,891.0,114.0,11.09,4.42,,
13,710.0,동성화학,16650.0,150.0,-0.89%,1000.0,6850.0,888.0,68.0,15.22,2.87,,
17,711.0,KBSTAR 중기우량회사채,105385.0,80.0,-0.08%,0.0,352.0,885.0,,,,,
18,712.0,STX중공업,3150.0,610.0,+24.02%,2500.0,3759674.0,885.0,-145.0,-0.18,-15.97,,
19,713.0,광명전기,2040.0,35.0,-1.69%,500.0,114899.0,884.0,33.0,34.0,1.79,,
20,714.0,KC그린홀딩스,3940.0,85.0,-2.11%,500.0,65300.0,884.0,133.0,6.9,3.15,,
21,715.0,KOSEF 통안채1년,102555.0,25.0,+0.02%,0.0,9954.0,882.0,,,,,
25,716.0,세화아이엠씨,2990.0,0.0,0.00%,500.0,0.0,879.0,-270.0,-1.99,-21.22,,
26,717.0,KCTC,2925.0,95.0,-3.15%,500.0,42634.0,878.0,150.0,12.19,1.95,,
27,718.0,KTcs,2055.0,15.0,-0.72%,500.0,44197.0,877.0,125.0,7.75,3.26,,
28,719.0,새론오토모티브,4565.0,85.0,-1.83%,500.0,1911.0,876.0,95.0,11.86,2.77,,
29,720.0,대유플러스,832.0,0.0,0.00%,500.0,196972.0,876.0,364.0,30.81,1.96,,
33,721.0,미원화학,39800.0,50.0,+0.13%,1000.0,58.0,872.0,86.0,11.8,7.62,,
34,722.0,동방아그로,6400.0,50.0,-0.78%,500.0,7010.0,872.0,68.0,14.22,3.37,,
35,723.0,동남합성,24050.0,400.0,-1.64%,500.0,687.0,871.0,80.0,14.81,6.43,,
36,724.0,한진중공업홀딩스,2940.0,60.0,-2.00%,5000.0,9105.0,868.0,277.0,9.61,-0.01,,
37,725.0,ARIRANG 코스피50,17410.0,10.0,+0.06%,0.0,60046.0,862.0,,,,,
41,726.0,금호에이치티,3715.0,5.0,-0.13%,500.0,26509.0,855.0,105.0,4.85,4.01,,
42,727.0,진원생명과학,3890.0,100.0,-2.51%,1000.0,74272.0,853.0,-113.0,-6.92,-25.07,,
43,728.0,이건산업,7740.0,160.0,-2.03%,5000.0,36205.0,848.0,237.0,12.15,1.49,,
44,729.0,SG충방,1865.0,0.0,0.00%,500.0,137509.0,839.0,52.0,25.9,1.64,,
45,730.0,삼부토건,674.0,21.0,-3.02%,1000.0,301993.0,836.0,-94.0,-1.37,-12.82,,
49,731.0,KODEX MSCI Korea,12020.0,0.0,0.00%,0.0,0.0,829.0,,,,,
50,732.0,KODEX 200 중소형,8365.0,35.0,-0.42%,0.0,179.0,828.0,,,,,
51,733.0,삼정펄프,33050.0,400.0,-1.20%,5000.0,602.0,826.0,-43.0,-472.14,-0.09,,
52,734.0,대신증권2우B,8220.0,30.0,+0.37%,5000.0,10111.0,822.0,,5.06,,,
53,735.0,KC코트렐,6290.0,80.0,-1.26%,500.0,65901.0,818.0,37.0,19.66,1.1,,
57,736.0,대교우B,4185.0,5.0,+0.12%,500.0,1612.0,813.0,,23.12,,,
58,737.0,서연,3455.0,30.0,-0.86%,500.0,38207.0,811.0,70.0,-4.56,-1.58,,
59,738.0,세원정공,8090.0,0.0,0.00%,500.0,0.0,809.0,-220.0,-12.45,-2.22,,
60,739.0,넥스트사이언스,3410.0,90.0,-2.57%,500.0,225254.0,801.0,-40.0,-6.25,,,
61,740.0,고려산업,3205.0,20.0,-0.62%,1000.0,1096023.0,799.0,58.0,20.28,1.87,,
65,741.0,상신브레이크,3680.0,5.0,+0.14%,500.0,20182.0,790.0,207.0,9.63,2.4,,
66,742.0,사조오양,8350.0,110.0,-1.30%,5000.0,556809.0,787.0,125.0,9.88,2.61,,
67,743.0,두올,2895.0,55.0,-1.86%,2500.0,191742.0,784.0,307.0,6.8,4.38,,
68,744.0,휴스틸,10250.0,100.0,-0.97%,5000.0,7139.0,781.0,179.0,4.34,2.72,,
69,745.0,경동인베스트,33000.0,200.0,+0.61%,5000.0,3348.0,780.0,392.0,2.86,5.01,,
73,746.0,대원전선,1145.0,10.0,-0.87%,500.0,299966.0,780.0,43.0,63.61,0.6,,
74,747.0,대창단조,38200.0,100.0,-0.26%,5000.0,1830.0,764.0,139.0,6.36,5.6,,
