Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.513393,0.515625,0.513393,0.513393,0.410525,117258400
1980-12-15,0.488839,0.488839,0.486607,0.486607,0.389106,43971200
1980-12-16,0.453125,0.453125,0.450893,0.450893,0.360548,26432000
1980-12-17,0.462054,0.464286,0.462054,0.462054,0.369472,21610400
1980-12-18,0.475446,0.477679,0.475446,0.475446,0.380182,18362400
1980-12-19,0.504464,0.506696,0.504464,0.504464,0.403385,12157600
1980-12-22,0.529018,0.531250,0.529018,0.529018,0.423019,9340800
1980-12-23,0.551339,0.553571,0.551339,0.551339,0.440868,11737600
1980-12-24,0.580357,0.582589,0.580357,0.580357,0.464072,12000800
1980-12-26,0.633929,0.636161,0.633929,0.633929,0.506909,13893600
1980-12-29,0.642857,0.645089,0.642857,0.642857,0.514049,23290400
1980-12-30,0.629464,0.629464,0.627232,0.627232,0.501554,17220000
1980-12-31,0.611607,0.611607,0.609375,0.609375,0.487276,8937600
1981-01-02,0.616071,0.620536,0.616071,0.616071,0.492630,5415200
1981-01-05,0.604911,0.604911,0.602679,0.602679,0.481921,8932000
1981-01-06,0.578125,0.578125,0.575893,0.575893,0.460502,11289600
1981-01-07,0.553571,0.553571,0.551339,0.551339,0.440868,13921600
1981-01-08,0.542411,0.542411,0.540179,0.540179,0.431944,9956800
1981-01-09,0.569196,0.571429,0.569196,0.569196,0.455147,5376000
1981-01-12,0.569196,0.569196,0.564732,0.564732,0.451577,5924800
1981-01-13,0.546875,0.546875,0.544643,0.544643,0.435513,5762400
1981-01-14,0.546875,0.549107,0.546875,0.546875,0.437298,3572800
1981-01-15,0.558036,0.562500,0.558036,0.558036,0.446223,3516800
1981-01-16,0.555804,0.555804,0.553571,0.553571,0.442653,3348800
1981-01-19,0.587054,0.589286,0.587054,0.587054,0.469426,10393600
1981-01-20,0.571429,0.571429,0.569196,0.569196,0.455147,7520800
1981-01-21,0.580357,0.584821,0.580357,0.580357,0.464072,3976000
1981-01-22,0.587054,0.591518,0.587054,0.587054,0.469426,8887200
1981-01-23,0.587054,0.589286,0.584821,0.584821,0.467641,2805600
1981-01-26,0.578125,0.578125,0.575893,0.575893,0.460502,6160000
1981-01-27,0.575893,0.575893,0.571429,0.571429,0.456932,5924800
1981-01-28,0.555804,0.555804,0.553571,0.553571,0.442653,7039200
1981-01-29,0.535714,0.535714,0.533482,0.533482,0.426589,10976000
1981-01-30,0.508929,0.508929,0.504464,0.504464,0.403385,11547200
1981-02-02,0.477679,0.477679,0.475446,0.475446,0.380182,5941600
1981-02-03,0.493304,0.495536,0.493304,0.493304,0.394461,4788000
1981-02-04,0.511161,0.513393,0.511161,0.511161,0.408740,6966400
1981-02-05,0.511161,0.515625,0.511161,0.511161,0.408740,1982400
1981-02-06,0.513393,0.515625,0.513393,0.513393,0.410525,3466400
1981-02-09,0.491071,0.491071,0.486607,0.486607,0.389106,4188800
1981-02-10,0.486607,0.488839,0.486607,0.486607,0.389106,4586400
1981-02-11,0.473214,0.473214,0.470982,0.470982,0.376612,3460800
1981-02-12,0.468750,0.468750,0.466518,0.466518,0.373042,3640000
1981-02-13,0.459821,0.459821,0.455357,0.455357,0.364118,2788800
1981-02-17,0.466518,0.468750,0.466518,0.466518,0.373042,3068800
1981-02-18,0.486607,0.491071,0.486607,0.486607,0.389106,4810400
1981-02-19,0.459821,0.459821,0.457589,0.457589,0.365903,5577600
1981-02-20,0.435268,0.435268,0.433036,0.433036,0.346269,6092800
1981-02-23,0.439732,0.441964,0.439732,0.439732,0.351624,3528000
1981-02-24,0.428571,0.428571,0.424107,0.424107,0.339129,4244800
1981-02-25,0.450893,0.453125,0.450893,0.450893,0.360548,4872000
1981-02-26,0.457589,0.459821,0.457589,0.457589,0.365903,2710400
1981-02-27,0.473214,0.477679,0.473214,0.473214,0.378397,3690400
1981-03-02,0.475446,0.477679,0.475446,0.475446,0.380182,2940000
1981-03-03,0.470982,0.470982,0.468750,0.468750,0.374827,4043200
1981-03-04,0.466518,0.466518,0.464286,0.464286,0.371257,3427200
1981-03-05,0.464286,0.464286,0.462054,0.462054,0.369472,1344000
1981-03-06,0.462054,0.462054,0.457589,0.457589,0.365903,2900800
1981-03-09,0.424107,0.424107,0.421875,0.421875,0.337344,3830400
1981-03-10,0.404018,0.404018,0.401786,0.401786,0.321280,7095200
1981-03-11,0.390625,0.390625,0.386161,0.386161,0.308786,7464800
1981-03-12,0.401786,0.404018,0.401786,0.401786,0.321280,14812000
1981-03-13,0.399554,0.399554,0.397321,0.397321,0.317711,57825600
1981-03-16,0.412946,0.417411,0.412946,0.412946,0.330205,9307200
1981-03-17,0.433036,0.437500,0.433036,0.433036,0.346269,10936800
1981-03-18,0.459821,0.464286,0.459821,0.459821,0.367688,9234400
1981-03-19,0.457589,0.457589,0.455357,0.455357,0.364118,9452800
1981-03-20,0.459821,0.464286,0.459821,0.459821,0.367688,3651200
1981-03-23,0.477679,0.482143,0.477679,0.477679,0.381967,5504800
1981-03-24,0.477679,0.477679,0.475446,0.475446,0.380182,7039200
1981-03-25,0.470982,0.470982,0.466518,0.466518,0.373042,1764000
1981-03-26,0.459821,0.459821,0.457589,0.457589,0.365903,3068800
1981-03-27,0.444196,0.444196,0.441964,0.441964,0.353408,3063200
1981-03-30,0.441964,0.446429,0.441964,0.441964,0.353408,2475200
1981-03-31,0.441964,0.441964,0.437500,0.437500,0.349839,3998400
1981-04-01,0.435268,0.435268,0.433036,0.433036,0.346269,8517600
1981-04-02,0.470982,0.473214,0.470982,0.470982,0.376612,7851200
1981-04-03,0.473214,0.475446,0.473214,0.473214,0.378397,4121600
1981-04-06,0.466518,0.466518,0.464286,0.464286,0.371257,5700800
1981-04-07,0.462054,0.462054,0.459821,0.459821,0.367688,2671200
1981-04-08,0.482143,0.486607,0.482143,0.482143,0.385536,5488000
1981-04-09,0.491071,0.493304,0.491071,0.491071,0.392676,3124800
1981-04-10,0.497768,0.500000,0.497768,0.497768,0.398031,8366400
1981-04-13,0.497768,0.500000,0.497768,0.497768,0.398031,4015200
1981-04-14,0.497768,0.500000,0.497768,0.497768,0.398031,1663200
1981-04-15,0.475446,0.475446,0.473214,0.473214,0.378397,8512000
1981-04-16,0.448661,0.448661,0.446429,0.446429,0.356978,5969600
1981-04-20,0.459821,0.462054,0.459821,0.459821,0.367688,8836800
1981-04-21,0.491071,0.493304,0.491071,0.491071,0.392676,7134400
1981-04-22,0.508929,0.511161,0.508929,0.508929,0.406955,4748800
1981-04-23,0.522321,0.524554,0.522321,0.522321,0.417665,14504000
1981-04-24,0.522321,0.522321,0.517857,0.517857,0.414095,8764000
1981-04-27,0.515625,0.515625,0.513393,0.513393,0.410525,9632000
1981-04-28,0.506696,0.506696,0.504464,0.504464,0.403385,8047200
1981-04-29,0.500000,0.500000,0.497768,0.497768,0.398031,3410400
1981-04-30,0.506696,0.511161,0.506696,0.506696,0.405170,3152800
1981-05-01,0.506696,0.511161,0.506696,0.506696,0.405170,4138400
1981-05-04,0.506696,0.506696,0.504464,0.504464,0.403385,3612000
1981-05-05,0.504464,0.504464,0.502232,0.502232,0.401601,4384800
1981-05-06,0.491071,0.491071,0.488839,0.488839,0.390891,4737600
1981-05-07,0.495536,0.497768,0.495536,0.495536,0.396246,2340800
1981-05-08,0.500000,0.502232,0.500000,0.500000,0.399816,1976800
1981-05-11,0.491071,0.491071,0.488839,0.488839,0.390891,2984800
1981-05-12,0.488839,0.495536,0.488839,0.488839,0.390891,1064000
1981-05-13,0.488839,0.493304,0.486607,0.486607,0.389106,1226400
1981-05-14,0.484375,0.484375,0.479911,0.479911,0.383752,1232000
1981-05-15,0.491071,0.497768,0.491071,0.491071,0.392676,1226400
1981-05-18,0.500000,0.504464,0.500000,0.500000,0.399816,1041600
1981-05-19,0.493304,0.493304,0.491071,0.491071,0.392676,6356000
1981-05-20,0.506696,0.511161,0.506696,0.506696,0.405170,3320800
1981-05-21,0.535714,0.537946,0.535714,0.535714,0.428374,8052800
1981-05-22,0.560268,0.564732,0.560268,0.560268,0.448008,7856800
1981-05-26,0.560268,0.560268,0.558036,0.558036,0.446223,21336000
1981-05-27,0.589286,0.591518,0.589286,0.589286,0.471211,37374400
1981-05-28,0.589286,0.591518,0.589286,0.589286,0.471211,18496800
1981-05-29,0.591518,0.593750,0.591518,0.591518,0.472996,14845600
1981-06-01,0.591518,0.593750,0.591518,0.591518,0.472996,12812800
1981-06-02,0.564732,0.564732,0.562500,0.562500,0.449793,10108000
1981-06-03,0.562500,0.566964,0.562500,0.562500,0.449793,9861600
1981-06-04,0.573661,0.575893,0.573661,0.573661,0.458717,14016800
1981-06-05,0.566964,0.566964,0.564732,0.564732,0.451577,14420000
1981-06-08,0.546875,0.546875,0.544643,0.544643,0.435513,23374400
1981-06-09,0.555804,0.558036,0.555804,0.555804,0.444438,29898400
1981-06-10,0.562500,0.569196,0.562500,0.562500,0.449793,6305600
1981-06-11,0.587054,0.589286,0.587054,0.587054,0.469426,9744000
1981-06-12,0.582589,0.582589,0.580357,0.580357,0.464072,6451200
1981-06-15,0.580357,0.580357,0.578125,0.578125,0.462287,35940800
1981-06-16,0.569196,0.569196,0.566964,0.566964,0.453362,9312800
1981-06-17,0.560268,0.560268,0.558036,0.558036,0.446223,6893600
1981-06-18,0.558036,0.560268,0.555804,0.555804,0.444438,5762400
1981-06-19,0.542411,0.542411,0.540179,0.540179,0.431944,6876800
1981-06-22,0.522321,0.522321,0.520089,0.520089,0.415880,2710400
1981-06-23,0.529018,0.533482,0.529018,0.529018,0.423019,3757600
1981-06-24,0.520089,0.520089,0.515625,0.515625,0.412310,5756800
1981-06-25,0.526786,0.529018,0.526786,0.526786,0.421234,6064800
1981-06-26,0.524554,0.524554,0.520089,0.520089,0.415880,5947200
1981-06-29,0.506696,0.506696,0.502232,0.502232,0.401601,2648800
1981-06-30,0.466518,0.466518,0.464286,0.464286,0.371257,8976800
1981-07-01,0.462054,0.462054,0.459821,0.459821,0.367688,42616000
1981-07-02,0.459821,0.462054,0.459821,0.459821,0.367688,7571200
1981-07-06,0.448661,0.448661,0.444196,0.444196,0.355193,4132800
1981-07-07,0.448661,0.453125,0.448661,0.448661,0.358763,3959200
1981-07-08,0.466518,0.468750,0.466518,0.466518,0.373042,4155200
1981-07-09,0.433036,0.433036,0.430804,0.430804,0.344484,8220800
1981-07-10,0.399554,0.399554,0.397321,0.397321,0.317711,13792800
1981-07-13,0.406250,0.408482,0.406250,0.406250,0.324850,11435200
1981-07-14,0.424107,0.428571,0.424107,0.424107,0.339129,4944800
